9,20000,30,272.0,70,1,0.0,0.0,2,297,153.0,0,0,0,0,0,0,0,0
8,3000,33,573.0,57,1,4.0,0.0,0,276,98.0,0,0,1,1,0,0,0,0
17,5000,30,99999.0,158,2,2.0,0.0,12,1049,66.0,2,0,2,2,1,1,1,0
4,5000,60,1285.0,2,1,2.0,0.0,0,309,169.0,0,0,3,3,0,0,1,0
4,1000,31,537.0,6,1,1.0,0.0,1,133,97.0,0,0,3,3,0,0,1,0
9,1500,30,1499.0,185,1,0.0,0.0,6,641,79.0,0,0,1,1,0,0,1,1
6,40000,45,99999.0,0,2,0.0,0.0,3,958,160.0,0,0,5,9,1,1,1,0
11,12000,28,366.0,258,1,0.0,0.0,0,185,88.0,5,0,3,4,0,0,1,1
10,5000,45,66.0,15,3,3.0,0.0,9,951,128.0,0,0,3,10,0,1,1,1
6,3500,26,1263.0,166,1,7.0,0.0,0,360,84.0,0,0,0,11,0,0,1,1
6,3000,9,410.0,1,2,0.0,0.0,1,22,79.0,0,0,4,12,0,0,1,0
20,30000,30,99999.0,454,1,3.0,0.0,12,1030,261.0,0,0,1,5,1,0,1,0
7,2000,30,99999.0,9,1,1.0,0.0,2,159,106.0,0,0,2,2,1,0,1,0
11,15000,30,36.0,96,1,1.0,0.0,0,570,92.0,0,0,7,14,0,0,0,0
5,2381,14,540.0,2,1,0.0,0.0,0,404,136.0,0,0,5,15,0,0,1,0
6,250,7,99999.0,10,1,2.0,1.0,10,734,151.0,6,1,4,6,1,0,1,0
9,33546,45,32.0,0,2,0.0,0.0,10,348,126.0,0,0,4,6,0,0,0,0
19,7000,42,801.0,0,2,0.0,1.0,5,385,75.0,0,0,8,16,0,0,1,1
12,5000,30,99999.0,6,1,0.0,0.0,5,946,65.0,0,1,3,4,1,1,1,0
8,5000,59,113.0,24,1,0.0,0.0,0,466,92.0,3,0,7,14,0,0,1,1
13,9200,40,99999.0,144,1,0.0,0.0,0,87,102.0,0,1,2,2,1,0,1,0
10,17000,30,772.0,163,1,0.0,0.0,4,374,121.0,0,0,4,6,0,0,1,0
14,12000,35,99999.0,47,1,6.0,0.0,8,638,109.0,0,0,4,6,1,0,1,0
8,20000,30,99999.0,400,2,0.0,0.0,11,1381,135.0,4,0,5,9,1,0,1,1
11,20000,60,99999.0,4,1,0.0,0.0,9,835,76.0,0,0,1,19,1,0,1,0
10,7000,30,99999.0,531,1,8.0,0.0,3,812,118.0,0,0,1,1,1,0,1,1
6,595,30,144.0,75,2,8.0,0.0,3,646,108.0,0,1,0,21,0,1,1,1
6,595,30,144.0,75,2,8.0,0.0,3,646,108.0,0,1,0,21,0,1,0,1
3,12000,25,805.0,1,2,0.0,0.0,1,57,30.0,0,0,10,22,0,1,1,0
6,2500,34,99999.0,363,1,4.0,0.0,12,595,112.0,0,0,0,21,1,1,1,1
6,1600,31,99999.0,12,1,1.0,0.0,1,185,145.0,0,0,0,23,1,0,1,1
15,20000,41,349.0,783,1,2.0,0.0,7,1238,102.0,0,0,7,14,0,0,1,0
7,5000,45,382.0,88,1,0.0,0.0,0,182,139.0,0,0,8,24,0,0,1,1
7,600,9,320.0,153,1,1.0,0.0,1,602,107.0,0,0,1,1,0,0,0,1
7,5000,57,777.0,54,3,0.0,0.0,0,285,248.0,0,0,11,25,0,1,1,1
7,11500,53,60.0,5,3,5.0,0.0,0,310,64.0,2,0,7,14,0,0,1,0
13,10000,31,1592.0,440,1,80.0,0.0,9,759,162.0,0,0,7,14,0,1,1,1
7,60000,30,99999.0,624,1,0.0,0.0,7,724,88.0,0,0,1,13,1,0,1,0
7,420,46,491.0,0,1,2.0,0.0,0,795,90.0,0,0,8,27,0,0,1,1
5,2000,60,99999.0,119,2,2.0,0.0,0,699,210.0,0,0,1,13,1,0,0,1
6,25000,30,99999.0,52,1,0.0,0.0,0,1071,146.0,0,0,1,13,1,0,1,0
12,4000,27,303.0,228,1,0.0,0.0,4,669,187.0,3,1,1,1,0,0,1,1
15,5000,34,1817.0,527,2,4.0,0.0,0,387,124.0,1,0,0,11,0,0,1,1
6,1000,24,744.0,66,1,1.0,2.0,3,429,121.0,0,1,1,13,0,0,1,1
14,16000,30,1742.0,186,1,0.0,0.0,6,933,282.0,0,0,1,1,0,0,1,1
10,6700,30,710.0,227,1,4.0,0.0,8,472,129.0,0,0,1,1,0,0,0,1
7,750,15,48.0,2,1,0.0,0.0,0,129,45.0,0,0,8,28,0,1,1,0
6,5000,29,3015.0,18,1,0.0,0.0,0,110,104.0,0,0,1,19,0,0,1,0
16,5500,22,99999.0,2,1,0.0,0.0,11,528,91.0,0,1,12,26,1,1,1,0
8,500,22,479.0,238,1,2.0,0.0,0,251,25.0,4,0,11,25,0,0,0,1
7,3000,30,99999.0,111,1,0.0,0.0,7,852,301.0,3,0,4,12,1,1,1,1
9,100,30,179.0,29,1,0.0,0.0,13,424,62.0,0,1,0,29,0,1,1,1
12,2000,30,942.0,701,1,1.0,1.0,5,541,102.0,0,1,1,19,0,0,1,1
9,3000,53,662.0,17,1,5.0,0.0,0,163,60.0,0,0,11,25,0,0,1,1
11,7500,60,731.0,640,1,6.0,0.0,6,764,131.0,0,0,1,31,0,0,1,1
16,5000,31,1180.0,127,2,7.0,0.0,9,303,71.0,0,0,2,2,0,0,1,1
9,2000,26,580.0,394,1,2.0,0.0,2,710,94.0,0,0,1,1,0,0,0,1
7,6000,40,521.0,40,1,2.0,0.0,15,645,143.0,0,0,4,6,0,0,1,0
7,2500,30,1309.0,180,1,1.0,0.0,3,393,134.0,0,0,2,2,0,1,1,1
6,1000,30,315.0,13,1,0.0,0.0,1,135,19.0,0,0,2,2,0,1,0,0
7,25000,60,99999.0,0,1,0.0,0.0,3,218,99.0,0,0,5,15,1,0,1,0
8,3000,24,267.0,408,1,1.0,0.0,0,342,45.0,0,0,3,32,0,0,0,1
8,5000,30,99999.0,1,2,1.0,0.0,9,752,89.0,0,0,10,22,1,0,1,0
11,6800,25,683.0,0,1,0.0,0.0,18,272,210.0,0,0,0,33,0,0,1,0
13,6600,30,193.0,329,1,15.0,0.0,7,567,60.0,0,0,1,1,0,0,1,1
8,1500,26,1553.0,6,1,0.0,0.0,0,103,95.0,0,0,3,3,0,1,0,0
14,5000,30,345.0,211,1,0.0,0.0,0,421,88.0,0,0,8,27,0,0,0,1
8,1500,30,99999.0,206,1,0.0,0.0,0,81,103.0,0,0,1,1,1,0,0,0
8,4000,25,697.0,116,1,1.0,0.0,1,284,60.0,0,0,1,1,0,0,1,1
5,2000,30,54.0,27,2,1.0,0.0,3,644,117.0,0,0,10,22,0,0,1,0
12,2375,30,163.0,51,1,0.0,0.0,0,197,92.0,0,1,0,23,0,0,1,0
9,25000,60,99999.0,3,1,0.0,0.0,19,1211,130.0,0,0,5,15,1,1,0,0
17,25000,45,472.0,0,1,1.0,0.0,15,748,92.0,0,1,1,5,0,0,1,0
14,4000,30,1341.0,534,1,0.0,0.0,0,430,90.0,0,0,8,16,0,0,1,1
7,1000,52,1036.0,2,2,8.0,0.0,2,435,66.0,0,1,1,1,0,0,1,1
8,20000,60,99999.0,25,1,0.0,0.0,0,437,213.0,0,0,1,19,1,0,1,0
5,4250,60,1.0,0,1,0.0,0.0,0,193,89.0,0,1,3,36,0,0,0,0
20,10000,28,99999.0,916,1,0.0,0.0,9,1528,94.0,0,0,5,9,1,0,1,1
6,150,29,99999.0,34,1,0.0,0.0,0,302,108.0,0,1,1,13,1,0,0,1
11,10000,28,1338.0,254,1,4.0,0.0,0,361,152.0,0,0,1,37,0,0,1,0
6,1000,14,366.0,133,2,1.0,0.0,0,159,87.0,0,0,1,1,0,0,1,1
3,2500,30,99999.0,0,1,0.0,0.0,0,285,219.0,0,0,7,14,1,0,1,0
7,1000,30,99999.0,119,1,0.0,0.0,0,124,32.0,0,0,8,27,1,0,1,1
2,1100,20,99999.0,27,1,0.0,0.0,0,314,70.0,0,0,11,25,1,1,0,1
7,5000,30,1335.0,0,1,1.0,0.0,0,993,292.0,0,0,1,19,0,0,1,0
8,600,15,99999.0,0,2,8.0,0.0,0,193,35.0,0,0,0,23,1,1,1,1
6,1000,59,804.0,16,1,1.0,0.0,1,183,110.0,0,0,8,38,0,1,1,1
7,500,31,99999.0,193,2,15.0,0.0,0,245,88.0,4,0,1,1,1,0,1,1
13,10000,21,1474.0,936,1,0.0,0.0,0,501,245.0,0,0,1,13,0,0,1,1
8,5000,30,182.0,8,1,0.0,5.0,12,1324,58.0,0,0,8,28,0,0,1,0
7,2000,22,851.0,180,1,1.0,0.0,3,435,87.0,0,0,8,27,0,0,0,1
5,300,60,99999.0,83,1,2.0,0.0,2,358,124.0,0,0,1,5,1,0,1,1
5,4000,30,188.0,185,1,0.0,0.0,2,541,184.0,0,0,1,19,0,0,1,0
10,2500,30,3491.0,410,1,3.0,0.0,3,405,119.0,0,0,7,14,0,0,1,1
5,5000,30,99999.0,58,1,0.0,0.0,3,487,87.0,0,0,7,14,1,0,0,0
6,30000,60,99999.0,153,1,2.0,0.0,10,942,89.0,6,0,5,9,1,0,1,0
13,4000,34,566.0,132,1,1.0,0.0,0,324,85.0,0,0,3,36,0,0,1,0
7,6000,14,99999.0,16,2,0.0,1.0,0,333,89.0,0,1,3,4,1,1,0,0
6,500,20,66.0,15,1,0.0,0.0,0,99,61.0,0,1,3,4,0,1,0,0
8,3500,45,2608.0,108,1,0.0,0.0,0,191,122.0,0,0,3,4,0,0,1,0
5,500,30,237.0,7,1,0.0,0.0,0,398,177.0,0,1,3,36,0,1,0,0
2,30000,30,99999.0,64,2,0.0,0.0,3,98,58.0,0,0,10,34,1,0,0,0
6,26000,45,0.0,5,1,0.0,1.0,0,504,200.0,0,0,11,25,0,0,1,0
12,35000,30,1027.0,177,1,0.0,0.0,10,880,219.0,0,0,7,14,0,0,1,0
9,5000,40,1046.0,306,1,5.0,0.0,2,475,69.0,0,0,11,25,0,0,1,1
10,8000,30,2994.0,6,1,0.0,0.0,0,387,307.0,0,0,11,25,0,0,1,0
8,3000,30,667.0,452,1,2.0,0.0,5,745,68.0,0,1,7,14,0,1,1,1
15,3000,32,99999.0,710,1,1.0,0.0,1,285,84.0,0,0,8,27,1,0,1,1
4,1000,24,1537.0,118,1,0.0,0.0,0,150,37.0,0,0,8,27,0,0,1,1
7,18250,27,157.0,24,1,0.0,0.0,0,208,132.0,0,0,3,36,0,1,1,0
7,800,28,99999.0,22,1,0.0,0.0,13,425,106.0,0,1,2,2,1,0,1,1
14,8500,29,452.0,467,1,0.0,0.0,8,1416,119.0,0,0,2,2,0,0,0,1
10,3500,46,99999.0,9,1,0.0,2.0,1,277,143.0,0,0,8,28,1,0,1,1
7,850,30,99999.0,167,1,3.0,0.0,0,205,144.0,0,1,1,1,1,0,1,1
6,5000,60,420.0,8,1,0.0,0.0,3,67,47.0,0,0,3,32,0,0,0,0
17,8500,30,972.0,839,1,7.0,0.0,4,937,236.0,0,0,1,13,0,0,1,1
4,2000,30,99999.0,24,1,0.0,2.0,0,69,46.0,0,1,10,22,1,1,1,0
10,6500,30,716.0,161,1,0.0,0.0,2,457,179.0,0,0,8,27,0,0,1,0
8,3500,24,954.0,273,1,0.0,0.0,11,784,179.0,0,0,1,1,0,0,0,1
10,5500,30,241.0,149,1,2.0,0.0,1,387,90.0,0,0,0,39,0,0,1,0
10,10750,30,888.0,250,1,6.0,0.0,0,826,124.0,0,0,8,16,0,0,1,1
6,3000,31,49.0,27,1,0.0,1.0,0,78,118.0,0,0,2,2,0,1,1,0
8,1000,60,99999.0,19,1,2.0,0.0,0,387,95.0,1,0,0,29,1,0,1,1
7,5000,30,353.0,15,3,0.0,0.0,3,149,30.0,0,0,6,8,0,1,0,0
10,2900,20,507.0,317,1,11.0,0.0,6,622,53.0,0,0,11,25,0,0,1,1
4,3000,50,99999.0,1,1,3.0,0.0,9,1555,104.0,0,0,2,2,1,0,1,0
13,1200,30,1999.0,58,3,0.0,0.0,7,401,142.0,0,0,0,33,0,0,1,0
9,5000,30,1266.0,488,1,1.0,0.0,0,419,93.0,0,0,8,27,0,0,1,1
14,25000,39,0.0,0,2,2.0,0.0,20,1087,90.0,0,0,0,23,0,0,1,0
16,10000,30,1239.0,731,1,17.0,0.0,7,448,163.0,0,0,8,41,0,0,1,1
9,15000,30,114.0,66,1,0.0,0.0,0,349,63.0,0,0,8,27,0,0,1,0
8,12000,30,99999.0,1,1,1.0,0.0,0,477,167.0,0,0,7,14,1,0,0,0
4,5000,30,308.0,125,1,0.0,0.0,6,173,164.0,0,0,2,2,0,0,0,1
11,5000,45,519.0,10,1,2.0,0.0,5,736,227.0,0,0,8,42,0,0,1,1
6,5000,45,471.0,0,1,0.0,0.0,9,615,99.0,0,0,4,6,0,0,0,0
9,8000,45,99999.0,21,1,3.0,4.0,11,1180,68.0,0,0,10,22,1,0,1,1
7,2000,30,187.0,177,1,0.0,0.0,3,624,84.0,0,0,4,6,0,0,0,0
6,1200,30,576.0,203,3,25.0,0.0,4,922,148.0,0,0,4,12,0,0,1,1
2,1100,9,99999.0,26,1,0.0,1.0,0,274,48.0,0,0,14,43,1,1,0,0
3,250,23,99999.0,336,1,2.0,0.0,0,129,61.0,0,1,3,44,1,1,0,1
7,1000,35,99999.0,145,1,1.0,0.0,12,943,149.0,0,0,1,1,1,0,1,1
6,2000,30,1803.0,336,1,1.0,0.0,0,133,89.0,2,0,8,41,0,0,0,1
7,25000,45,384.0,0,2,1.0,0.0,6,530,113.0,2,0,2,2,0,0,1,0
7,5000,24,818.0,162,1,1.0,0.0,6,414,159.0,0,0,6,8,0,0,1,1
9,2500,16,1272.0,181,1,0.0,0.0,14,698,129.0,2,0,6,8,0,1,1,1
10,7500,30,99999.0,253,1,2.0,0.0,8,362,136.0,0,0,13,30,1,0,1,1
7,2000,25,99999.0,501,1,1.0,0.0,0,293,104.0,0,0,14,43,1,0,1,1
2,7500,31,99999.0,1,2,0.0,0.0,0,130,80.0,0,0,8,28,1,1,0,0
4,17800,60,520.0,56,1,0.0,1.0,0,1177,116.0,0,0,8,16,0,1,1,0
10,5000,31,334.0,134,1,7.0,0.0,3,634,210.0,1,0,1,1,0,0,1,0
5,1600,19,1195.0,129,1,0.0,0.0,0,415,52.0,0,0,8,42,0,0,1,1
10,20000,34,437.0,196,1,0.0,0.0,9,673,105.0,0,0,2,2,0,0,0,0
4,1000,45,2096.0,0,1,1.0,0.0,0,1266,82.0,0,0,3,45,0,0,1,1
6,5000,30,345.0,69,1,1.0,4.0,0,146,104.0,0,1,6,8,0,0,1,0
15,30000,45,2084.0,0,1,0.0,0.0,2,389,123.0,0,0,11,25,0,0,1,0
10,27500,45,99999.0,2,3,0.0,0.0,15,877,39.0,0,0,13,30,1,1,1,0
10,10000,40,0.0,59,1,3.0,0.0,8,287,133.0,2,1,4,12,0,1,1,0
8,15000,30,227.0,17,1,0.0,0.0,1,189,105.0,0,0,7,14,0,0,1,0
7,45000,40,99999.0,914,1,0.0,0.0,18,964,56.0,0,0,4,6,1,0,1,0
16,5380,32,99999.0,0,3,2.0,1.0,7,901,300.0,0,1,3,10,1,0,1,0
9,1500,60,99999.0,54,1,0.0,0.0,0,233,29.0,0,0,6,8,1,1,1,1
